Order ID,Date,Month,Quarter,Region,City,Sales Executive,Product Category,Product Name,Units Sold,Selling Price,Revenue,Cost,Profit,Profit Margin %,Customer Type,Sales Channel,Target Sales,Achievement %,Growth %,Order Status,Discount %,Rating
ORD-10124,2025-11-27,Nov,Q4,West,Mumbai,Kabir Shah,Home,Vacuum Cleaner,9,11360,102240,63900,38340,0.375,New,Offline,94300,1.0841993637327678,0.19142373200425428,Completed,0.05,4.1
ORD-10125,2025-12-14,Dec,Q4,South,Hyderabad,Vikram Rao,Home,Air Purifier,7,15370,107590,72800,34790,0.32335718932986335,Existing,Offline,104300,1.0315436241610738,0.13374824178012812,Completed,0.08,3.9
ORD-10126,2025-10-20,Oct,Q4,North,Delhi,Arjun Malhotra,Office,Ergonomic Chair,16,11890,190240,121600,68640,0.3608074011774601,New,Offline,194700,0.9770929635336415,0.06318861161956808,Completed,0.08,3.4
ORD-10127,2025-10-19,Oct,Q4,East,Kolkata,Aarav Sen,Electronics,Smartphone X,7,32340,226380,159600,66780,0.2949907235621521,Existing,Offline,248400,0.9113526570048309,0.060816131565260986,Completed,0.03,4.6
ORD-10128,2025-10-23,Oct,Q4,East,Kolkata,Aarav Sen,Electronics,Laptop Pro,10,69000,690000,525000,165000,0.2391304347826087,Existing,Online,736600,0.9367363562313331,-0.02212590041327965,Completed,0.05,3.4
ORD-10129,2025-12-24,Dec,Q4,East,Kolkata,Aarav Sen,Home,Microwave,15,13030,195450,123750,71700,0.3668457405986186,New,Online,187900,1.0401809473124002,0.17175020908406413,Completed,0.08,4.8
ORD-10130,2025-04-08,Apr,Q2,North,Delhi,Arjun Malhotra,Office,Standing Desk,16,20860,333760,222400,111360,0.3336529242569511,New,Offline,325300,1.026006762988011,-4.442540476730372e-05,Completed,0,4.1
ORD-10131,2025-10-29,Oct,Q4,South,Chennai,Ananya Iyer,Electronics,Smartphone X,4,29710,118840,91200,27640,0.23258162234937732,Existing,Offline,132700,0.8955538809344386,0.18607420329071045,Completed,0.08,3.8
ORD-10132,2025-03-01,Mar,Q1,West,Pune,Kabir Shah,Office,Standing Desk,12,22040,264480,166800,97680,0.36932849364791287,Existing,Offline,272100,0.9719955898566703,0.0673799974529301,Completed,0,3.9
ORD-10133,2025-09-17,Sep,Q3,West,Mumbai,Kabir Shah,Office,Laser Printer,1,19260,19260,12600,6660,0.34579439252336447,New,Offline,17900,1.0759776536312848,0.18066058880522368,Completed,0.03,3.6
ORD-10134,2025-04-07,Apr,Q2,North,Delhi,Arjun Malhotra,Accessories,Wireless Mouse,1,2010,2010,930,1080,0.5373134328358209,New,Online,2300,0.8739130434782608,0.15424417174051136,Completed,0.08,3.7
ORD-10135,2025-06-18,Jun,Q2,West,Ahmedabad,Kabir Shah,Accessories,Headphones,5,5710,28550,14600,13950,0.4886164623467601,New,Online,33100,0.8625377643504532,-0.07278022684205246,Completed,0.03,3.7
ORD-10136,2025-04-09,Apr,Q2,West,Ahmedabad,Meera Patel,Home,Air Purifier,10,15370,153700,104000,49700,0.32335718932986335,Existing,Offline,149000,1.0315436241610738,0.10276566195575774,Completed,0.08,4.5
ORD-10137,2025-06-27,Jun,Q2,West,Ahmedabad,Kabir Shah,Office,Standing Desk,1,20910,20910,13900,7010,0.335246293639407,New,Offline,19100,1.094764397905759,0.129926013035643,Completed,0.05,4.1
ORD-10138,2025-03-03,Mar,Q1,South,Bengaluru,Vikram Rao,Accessories,Keyboard,10,3840,38400,17600,20800,0.5416666666666666,Existing,Offline,42500,0.9035294117647059,-0.04213987717802558,Completed,0.03,4.2
ORD-10139,2025-09-09,Sep,Q3,South,Hyderabad,Vikram Rao,Office,Ergonomic Chair,2,12230,24460,15200,9260,0.3785772690106296,New,Offline,27600,0.886231884057971,0.07451613678371628,Completed,0,5.0
ORD-10140,2025-11-10,Nov,Q4,North,Jaipur,Arjun Malhotra,Electronics,Tablet Plus,7,23220,162540,128800,33740,0.20757967269595176,New,Online,188900,0.8604552673372154,0.14983177892047994,Completed,0.08,3.5
ORD-10141,2025-06-17,Jun,Q2,South,Chennai,Ananya Iyer,Accessories,Headphones,6,5770,34620,17520,17100,0.49393414211438474,New,Offline,33000,1.049090909090909,0.1486217831908037,Completed,0.05,4.1
ORD-10142,2025-04-06,Apr,Q2,South,Hyderabad,Ananya Iyer,Accessories,Wireless Mouse,3,2110,6330,2790,3540,0.5592417061611374,New,Online,6500,0.9738461538461538,0.03488379389312016,Pending,0,4.3
ORD-10143,2025-03-01,Mar,Q1,West,Pune,Kabir Shah,Electronics,Laptop Pro,4,69370,277480,210000,67480,0.24318869828456105,Existing,Online,287900,0.963806877387982,0.018098318590759915,Completed,0.08,4.8
ORD-10144,2025-12-29,Dec,Q4,East,Kolkata,Aarav Sen,Accessories,Headphones,3,5710,17130,8760,8370,0.4886164623467601,Existing,Online,18300,0.9360655737704918,0.17047114352149723,Completed,0.05,3.7
ORD-10145,2025-02-03,Feb,Q1,West,Pune,Meera Patel,Electronics,Tablet Plus,14,24870,348180,257600,90580,0.26015279453156415,Existing,Online,376500,0.9247808764940239,0.09385925823355172,Completed,0.03,3.7
ORD-10146,2025-08-08,Aug,Q3,South,Bengaluru,Ananya Iyer,Office,Laser Printer,4,20120,80480,50400,30080,0.37375745526838966,Existing,Offline,76600,1.0506527415143603,-0.04800020100658675,Completed,0,3.6
ORD-10147,2025-07-03,Jul,Q3,South,Bengaluru,Vikram Rao,Home,Microwave,7,13780,96460,57750,38710,0.40130624092888245,Existing,Offline,96900,0.9954592363261094,0.1993798046919285,Completed,0,4.3
ORD-10148,2025-04-05,Apr,Q2,North,Delhi,Arjun Malhotra,Electronics,Tablet Plus,8,25520,204160,147200,56960,0.27899686520376177,Existing,Offline,235900,0.8654514624841034,0.015181882600913743,Completed,0,4.5
ORD-10149,2025-10-10,Oct,Q4,West,Ahmedabad,Kabir Shah,Home,Microwave,15,14060,210900,123750,87150,0.4132290184921764,New,Offline,217300,0.970547630004602,-0.06877946527691126,Completed,0,4.8
ORD-10150,2025-10-12,Oct,Q4,North,Delhi,Arjun Malhotra,Home,Vacuum Cleaner,8,11050,88400,56800,31600,0.3574660633484163,New,Online,85500,1.0339181286549708,0.14968009347004352,Completed,0.05,3.7
ORD-10151,2025-06-12,Jun,Q2,North,Delhi,Neha Verma,Home,Air Purifier,10,17080,170800,104000,66800,0.3911007025761124,Existing,Offline,166300,1.0270595309681299,-0.0059285081957936026,Completed,0,4.6
ORD-10152,2025-02-11,Feb,Q1,West,Ahmedabad,Kabir Shah,Home,Air Purifier,7,16200,113400,72800,40600,0.35802469135802467,New,Online,113300,1.000882612533098,-0.01294056159387623,Completed,0,4.4
ORD-10153,2025-11-18,Nov,Q4,South,Hyderabad,Ananya Iyer,Office,Standing Desk,10,20670,206700,139000,67700,0.32752781809385584,New,Online,198100,1.0434124179707218,0.06354869045488944,Completed,0.03,4.9
ORD-10154,2025-11-09,Nov,Q4,North,Lucknow,Arjun Malhotra,Accessories,Wireless Mouse,12,2140,25680,11160,14520,0.5654205607476636,New,Offline,29700,0.8646464646464647,0.047523653416257985,Completed,0.03,4.2
ORD-10155,2025-03-18,Mar,Q1,West,Pune,Meera Patel,Electronics,Laptop Pro,10,72060,720600,525000,195600,0.2714404662781016,Existing,Online,666800,1.0806838632273545,0.18333152240703576,Completed,0,4.9
ORD-10156,2025-03-11,Mar,Q1,North,Jaipur,Arjun Malhotra,Office,Standing Desk,5,19490,97450,69500,27950,0.28681375064135456,New,Online,111600,0.8732078853046595,-0.02463836082890037,Completed,0.05,3.6
ORD-10157,2025-10-05,Oct,Q4,North,Lucknow,Arjun Malhotra,Office,Ergonomic Chair,8,12180,97440,60800,36640,0.3760262725779967,New,Online,89600,1.0875,0.15867772271818503,Completed,0,3.7
ORD-10158,2025-08-29,Aug,Q3,West,Mumbai,Meera Patel,Home,Air Purifier,15,15920,238800,156000,82800,0.34673366834170855,New,Offline,264600,0.9024943310657596,0.1103358781720274,Completed,0.03,3.9
ORD-10159,2025-03-26,Mar,Q1,West,Pune,Kabir Shah,Home,Microwave,7,13270,92890,57750,35140,0.37829691032403917,New,Online,107300,0.8657036346691519,-0.04008533371233716,Completed,0,4.4
ORD-10160,2025-11-07,Nov,Q4,South,Hyderabad,Vikram Rao,Home,Vacuum Cleaner,1,11170,11170,7100,4070,0.36436884512085943,New,Offline,10700,1.04392523364486,0.02144148986340977,Completed,0,4.4
ORD-10161,2025-10-20,Oct,Q4,East,Bhubaneswar,Aarav Sen,Accessories,Headphones,1,5630,5630,2920,2710,0.48134991119005327,Existing,Offline,5800,0.9706896551724138,0.005191485874217583,Completed,0,3.4
ORD-10162,2025-09-10,Sep,Q3,West,Pune,Kabir Shah,Accessories,Keyboard,8,3900,31200,14080,17120,0.5487179487179488,New,Online,36400,0.8571428571428571,-0.0057290646426365055,Completed,0,3.6
ORD-10163,2025-02-18,Feb,Q1,East,Kolkata,Aarav Sen,Home,Microwave,6,13490,80940,49500,31440,0.38843587842846555,Existing,Offline,90500,0.8943646408839779,0.0720149033793326,Completed,0,3.7
ORD-10164,2025-11-23,Nov,Q4,West,Ahmedabad,Kabir Shah,Office,Laser Printer,11,19200,211200,138600,72600,0.34375,Existing,Offline,243800,0.8662838392124692,0.1293146540633554,Completed,0,4.5
ORD-10165,2025-07-20,Jul,Q3,West,Ahmedabad,Kabir Shah,Electronics,Laptop Pro,14,70780,990920,735000,255920,0.25826504662333993,New,Online,1145500,0.8650545613269315,0.15421316565239707,Completed,0,4.2
ORD-10166,2025-10-24,Oct,Q4,South,Hyderabad,Vikram Rao,Accessories,Wireless Mouse,6,2200,13200,5580,7620,0.5772727272727273,New,Offline,12100,1.0909090909090908,0.06567609391513,Completed,0,3.5
ORD-10167,2025-07-03,Jul,Q3,South,Hyderabad,Vikram Rao,Home,Microwave,14,13520,189280,115500,73780,0.38979289940828404,Existing,Offline,172100,1.0998256827425916,0.1843124650331055,Completed,0.03,3.5
ORD-10168,2025-09-01,Sep,Q3,East,Kolkata,Aarav Sen,Electronics,Tablet Plus,6,25910,155460,110400,45060,0.28984947896565033,Existing,Offline,164400,0.9456204379562044,0.054061028536533204,Completed,0,3.9
ORD-10169,2025-06-17,Jun,Q2,North,Delhi,Neha Verma,Office,Laser Printer,4,19270,77080,50400,26680,0.3461338868707836,Existing,Offline,85300,0.9036342321219226,0.11822735184988441,Completed,0,4.2
ORD-10170,2025-08-04,Aug,Q3,South,Hyderabad,Vikram Rao,Accessories,Keyboard,2,4080,8160,3520,4640,0.5686274509803921,New,Online,7600,1.0736842105263158,0.19131268174272043,Completed,0,4.9
ORD-10171,2025-05-26,May,Q2,East,Kolkata,Aarav Sen,Accessories,Keyboard,5,3600,18000,8800,9200,0.5111111111111111,New,Offline,19800,0.9090909090909091,-0.008894173540126268,Completed,0.08,4.2
ORD-10172,2025-11-23,Nov,Q4,East,Bhubaneswar,Riya Das,Home,Vacuum Cleaner,12,11190,134280,85200,49080,0.36550491510277033,Existing,Online,123500,1.0872874493927125,0.05797839776534493,Completed,0,4.4
ORD-10173,2025-10-11,Oct,Q4,East,Patna,Riya Das,Electronics,Smartphone X,1,31060,31060,22800,8260,0.2659368963296845,Existing,Offline,32200,0.9645962732919254,0.1136259269080107,Completed,0,4.0
ORD-10174,2025-06-02,Jun,Q2,North,Lucknow,Neha Verma,Home,Vacuum Cleaner,14,11010,154140,99400,54740,0.35513169845594916,Existing,Online,142900,1.0786564030790762,0.07088652774046149,Completed,0.03,5.0
ORD-10175,2025-07-13,Jul,Q3,West,Mumbai,Kabir Shah,Home,Air Purifier,11,15780,173580,114400,59180,0.3409378960709759,Existing,Online,187200,0.9272435897435898,-0.06462492065053502,Completed,0.03,3.8
ORD-10176,2025-12-03,Dec,Q4,North,Lucknow,Arjun Malhotra,Accessories,Wireless Mouse,2,2080,4160,1860,2300,0.5528846153846154,Existing,Offline,4900,0.8489795918367347,0.11713992968570867,Completed,0,4.4
ORD-10177,2025-10-31,Oct,Q4,West,Pune,Kabir Shah,Office,Laser Printer,11,19190,211090,138600,72490,0.34340802501302764,Existing,Offline,238400,0.8854446308724833,0.05884726076041798,Completed,0.05,4.8
ORD-10178,2025-04-24,Apr,Q2,South,Hyderabad,Ananya Iyer,Accessories,Wireless Mouse,1,2050,2050,930,1120,0.5463414634146342,Existing,Offline,2300,0.8913043478260869,0.10821042268468505,Completed,0,4.9
ORD-10179,2025-11-13,Nov,Q4,North,Jaipur,Arjun Malhotra,Home,Vacuum Cleaner,1,10990,10990,7100,3890,0.353958143767061,Existing,Offline,10900,1.008256880733945,0.0942049368329221,Completed,0.05,4.9
ORD-10180,2025-08-06,Aug,Q3,West,Mumbai,Meera Patel,Office,Ergonomic Chair,7,12120,84840,53200,31640,0.37293729372937295,Existing,Offline,77400,1.096124031007752,-0.07901942601797661,Completed,0.03,3.8
ORD-10181,2025-04-24,Apr,Q2,East,Kolkata,Riya Das,Electronics,Laptop Pro,15,68810,1032150,787500,244650,0.237029501525941,Existing,Offline,1128900,0.9142971033749668,0.1966114564108855,Completed,0.03,4.0
ORD-10182,2025-11-30,Nov,Q4,West,Pune,Meera Patel,Home,Air Purifier,9,16550,148950,93600,55350,0.3716012084592145,Existing,Offline,138200,1.0777858176555717,0.12625589840506307,Completed,0,4.7
ORD-10183,2025-07-24,Jul,Q3,East,Bhubaneswar,Riya Das,Office,Laser Printer,14,19060,266840,176400,90440,0.3389296956977964,Existing,Online,304500,0.8763218390804598,0.06793025791069839,Completed,0,3.4
ORD-10184,2025-03-17,Mar,Q1,North,Jaipur,Neha Verma,Office,Ergonomic Chair,10,12070,120700,76000,44700,0.37033968516984256,Existing,Offline,140900,0.8566359119943222,-0.009463482292405567,Completed,0.03,3.5
ORD-10185,2025-06-23,Jun,Q2,South,Chennai,Ananya Iyer,Office,Ergonomic Chair,5,12170,60850,38000,22850,0.37551355792933444,Existing,Offline,58300,1.0437392795883362,0.12534462139073688,Completed,0.03,4.8
ORD-10186,2025-03-18,Mar,Q1,South,Hyderabad,Vikram Rao,Home,Microwave,13,13040,169520,107250,62270,0.36733128834355827,New,Offline,184300,0.9198046663049376,-0.06948248264885686,Completed,0.05,3.4
ORD-10187,2025-03-28,Mar,Q1,North,Lucknow,Neha Verma,Home,Microwave,6,12890,77340,49500,27840,0.3599689681923972,New,Offline,71100,1.0877637130801687,0.17058737277924046,Completed,0.08,4.2
ORD-10188,2025-06-03,Jun,Q2,North,Lucknow,Arjun Malhotra,Accessories,Headphones,7,5240,36680,20440,16240,0.44274809160305345,Existing,Online,35800,1.0245810055865923,0.020315620604274345,Completed,0.08,3.4
ORD-10189,2025-08-29,Aug,Q3,North,Delhi,Arjun Malhotra,Accessories,Headphones,9,5350,48150,26280,21870,0.4542056074766355,Existing,Online,48100,1.001039501039501,0.14986460140205277,Completed,0.08,4.8
ORD-10190,2025-06-15,Jun,Q2,South,Bengaluru,Vikram Rao,Electronics,Tablet Plus,6,25880,155280,110400,44880,0.2890262751159196,Existing,Offline,159000,0.9766037735849057,0.106634361621025,Pending,0,4.6
ORD-10191,2025-04-08,Apr,Q2,West,Mumbai,Meera Patel,Home,Vacuum Cleaner,13,10950,142350,92300,50050,0.3515981735159817,Existing,Online,157800,0.9020912547528517,0.16514878392200255,Pending,0.08,3.9
ORD-10192,2025-08-01,Aug,Q3,South,Bengaluru,Vikram Rao,Accessories,Keyboard,9,3780,34020,15840,18180,0.5343915343915344,Existing,Online,39000,0.8723076923076923,0.03636108598485226,Completed,0.05,4.8
ORD-10193,2025-12-20,Dec,Q4,North,Jaipur,Arjun Malhotra,Accessories,Headphones,9,5350,48150,26280,21870,0.4542056074766355,New,Online,45900,1.0490196078431373,0.17033344263930422,Completed,0.05,4.6
ORD-10194,2025-06-14,Jun,Q2,West,Mumbai,Kabir Shah,Home,Microwave,11,13640,150040,90750,59290,0.3951612903225806,Existing,Offline,148800,1.0083333333333333,-0.013154362728580477,Completed,0.03,4.1
ORD-10195,2025-08-11,Aug,Q3,South,Chennai,Vikram Rao,Electronics,Tablet Plus,5,26300,131500,92000,39500,0.30038022813688214,Existing,Offline,126300,1.0411718131433096,0.03377852141125254,Completed,0.03,4.0
ORD-10196,2025-02-13,Feb,Q1,West,Pune,Meera Patel,Home,Microwave,9,12870,115830,74250,41580,0.358974358974359,Existing,Online,109300,1.0597438243366881,0.06139619349696142,Completed,0.08,4.9
ORD-10197,2025-02-09,Feb,Q1,South,Hyderabad,Vikram Rao,Accessories,Headphones,8,5250,42000,23360,18640,0.4438095238095238,Existing,Online,44000,0.9545454545454546,0.1476453097786436,Cancelled,0.08,4.0
ORD-10198,2025-10-11,Oct,Q4,South,Hyderabad,Ananya Iyer,Home,Vacuum Cleaner,7,11530,80710,49700,31010,0.3842150910667823,New,Offline,88500,0.9119774011299435,0.044109420537886926,Completed,0,4.5
ORD-10199,2025-06-14,Jun,Q2,East,Bhubaneswar,Aarav Sen,Electronics,Smartphone X,4,31480,125920,91200,34720,0.27573062261753495,Existing,Online,145700,0.8642415923129718,-0.02490052263414568,Completed,0.03,4.5
ORD-10200,2025-07-29,Jul,Q3,South,Hyderabad,Vikram Rao,Accessories,Wireless Mouse,14,2200,30800,13020,17780,0.5772727272727273,Existing,Online,33300,0.924924924924925,-0.033625952556650365,Completed,0,4.1
ORD-10201,2025-06-18,Jun,Q2,North,Jaipur,Arjun Malhotra,Accessories,Keyboard,16,3640,58240,28160,30080,0.5164835164835165,Existing,Offline,55300,1.0531645569620254,0.07786521584494373,Completed,0.05,3.5
ORD-10202,2025-09-15,Sep,Q3,South,Bengaluru,Vikram Rao,Accessories,Keyboard,11,3840,42240,19360,22880,0.5416666666666666,New,Online,42400,0.9962264150943396,0.1301530805064568,Completed,0.05,4.2
ORD-10203,2025-04-29,Apr,Q2,South,Bengaluru,Ananya Iyer,Home,Vacuum Cleaner,11,11040,121440,78100,43340,0.35688405797101447,New,Offline,128900,0.9421256788207913,0.08408135137429508,Completed,0.08,4.2
ORD-10204,2025-06-05,Jun,Q2,East,Patna,Riya Das,Office,Ergonomic Chair,15,12260,183900,114000,69900,0.3800978792822186,Existing,Offline,214200,0.8585434173669467,0.10187319853203801,Completed,0.05,4.6
ORD-10205,2025-02-19,Feb,Q1,South,Chennai,Vikram Rao,Electronics,Tablet Plus,9,26180,235620,165600,70020,0.29717341482047366,New,Offline,259500,0.9079768786127168,0.015062704058943582,Completed,0,4.8
ORD-10206,2025-03-06,Mar,Q1,North,Delhi,Arjun Malhotra,Office,Ergonomic Chair,1,11270,11270,7600,3670,0.3256433007985803,Existing,Online,12900,0.8736434108527131,0.1610235456546591,Completed,0.08,4.1
ORD-10207,2025-04-08,Apr,Q2,South,Chennai,Ananya Iyer,Office,Ergonomic Chair,8,11230,89840,60800,29040,0.3232413178984862,New,Online,92700,0.9691477885652643,-0.055715130684801856,Completed,0.08,4.5
ORD-10208,2025-10-07,Oct,Q4,West,Pune,Kabir Shah,Accessories,Wireless Mouse,3,2190,6570,2790,3780,0.5753424657534246,New,Online,6100,1.0770491803278688,0.06364333830835488,Completed,0,3.7
ORD-10209,2025-10-14,Oct,Q4,East,Bhubaneswar,Aarav Sen,Home,Vacuum Cleaner,4,11540,46160,28400,17760,0.3847487001733102,New,Offline,51700,0.8928433268858801,0.06533325671344063,Completed,0,4.0
ORD-10210,2025-05-02,May,Q2,South,Hyderabad,Ananya Iyer,Electronics,Tablet Plus,9,24690,222210,165600,56610,0.254759011745646,Existing,Offline,258800,0.8586166924265842,0.1505835529615343,Completed,0.03,3.8
ORD-10211,2025-01-03,Jan,Q1,East,Kolkata,Riya Das,Office,Standing Desk,15,21810,327150,208500,118650,0.3626776707932141,New,Online,335500,0.9751117734724292,-0.0380371972757963,Pending,0,4.7
ORD-10212,2025-03-21,Mar,Q1,East,Bhubaneswar,Aarav Sen,Accessories,Headphones,11,6050,66550,32120,34430,0.5173553719008265,Existing,Offline,68300,0.9743777452415813,0.017184317668793095,Completed,0,3.7
ORD-10213,2025-09-21,Sep,Q3,East,Kolkata,Aarav Sen,Office,Ergonomic Chair,13,12650,164450,98800,65650,0.39920948616600793,Existing,Offline,170200,0.9662162162162162,0.15359095834200137,Completed,0,3.8
ORD-10214,2025-03-20,Mar,Q1,South,Chennai,Ananya Iyer,Home,Microwave,12,13470,161640,99000,62640,0.38752783964365256,New,Offline,189700,0.8520822351080654,-0.03249113290235822,Completed,0.03,3.9
ORD-10215,2025-08-12,Aug,Q3,North,Lucknow,Neha Verma,Office,Ergonomic Chair,9,12190,109710,68400,41310,0.37653814602132896,Existing,Offline,116600,0.9409090909090909,0.04072200483303465,Completed,0.05,3.7
ORD-10216,2025-09-29,Sep,Q3,North,Delhi,Arjun Malhotra,Office,Ergonomic Chair,7,12520,87640,53200,34440,0.3929712460063898,New,Offline,102700,0.8533592989289192,-0.014075986899880766,Completed,0,5.0
ORD-10217,2025-08-26,Aug,Q3,South,Hyderabad,Ananya Iyer,Accessories,Wireless Mouse,4,1970,7880,3720,4160,0.5279187817258884,New,Offline,8500,0.9270588235294117,-0.06689859735912729,Completed,0.08,4.3
ORD-10218,2025-06-26,Jun,Q2,West,Mumbai,Meera Patel,Electronics,Tablet Plus,6,25410,152460,110400,42060,0.27587563951200317,Existing,Online,158400,0.9625,0.19382322299355842,Completed,0,3.5
ORD-10219,2025-04-14,Apr,Q2,East,Kolkata,Aarav Sen,Accessories,Headphones,2,5440,10880,5840,5040,0.4632352941176471,New,Online,10500,1.036190476190476,-0.0030776707191991354,Cancelled,0.08,4.5
ORD-10220,2025-05-21,May,Q2,South,Bengaluru,Ananya Iyer,Office,Standing Desk,1,19620,19620,13900,5720,0.291539245667686,New,Online,21400,0.9168224299065421,-0.04402939492876516,Completed,0.08,4.8
ORD-10221,2025-08-17,Aug,Q3,North,Lucknow,Neha Verma,Electronics,Laptop Pro,7,70270,491890,367500,124390,0.2528817418528533,New,Offline,575500,0.8547176368375325,0.1553114497303303,Pending,0.05,3.6
ORD-10222,2025-06-12,Jun,Q2,East,Kolkata,Riya Das,Accessories,Headphones,1,5860,5860,2920,2940,0.5017064846416383,New,Online,6000,0.9766666666666667,-0.048795741047381075,Completed,0.03,4.7
ORD-10223,2025-11-24,Nov,Q4,South,Hyderabad,Vikram Rao,Home,Vacuum Cleaner,8,10720,85760,56800,28960,0.3376865671641791,Existing,Offline,80200,1.0693266832917705,0.005373735382909181,Completed,0.05,4.3
ORD-10224,2025-03-11,Mar,Q1,South,Hyderabad,Ananya Iyer,Office,Standing Desk,13,21440,278720,180700,98020,0.3516791044776119,Existing,Online,327000,0.8523547400611621,0.1273196939080838,Pending,0,4.9
ORD-10225,2025-12-02,Dec,Q4,North,Lucknow,Neha Verma,Accessories,Keyboard,7,3870,27090,12320,14770,0.5452196382428941,Existing,Offline,28800,0.940625,0.04131747527278909,Completed,0,4.9
ORD-10226,2025-12-08,Dec,Q4,West,Pune,Meera Patel,Office,Standing Desk,3,19460,58380,41700,16680,0.2857142857142857,New,Offline,60600,0.9633663366336633,0.11413358463699218,Completed,0.08,3.5
ORD-10227,2025-10-01,Oct,Q4,West,Ahmedabad,Kabir Shah,Electronics,Tablet Plus,6,26900,161400,110400,51000,0.3159851301115242,Existing,Offline,149900,1.076717811874583,0.10286101675691327,Completed,0,3.9
ORD-10228,2025-09-04,Sep,Q3,West,Ahmedabad,Meera Patel,Home,Microwave,8,12660,101280,66000,35280,0.34834123222748814,Existing,Online,113400,0.8931216931216931,0.05796024040860155,Completed,0.08,3.6
ORD-10229,2025-05-07,May,Q2,North,Lucknow,Neha Verma,Accessories,Keyboard,5,3880,19400,8800,10600,0.5463917525773195,New,Offline,20200,0.9603960396039604,0.018381229321173975,Completed,0.05,4.7
ORD-10230,2025-03-03,Mar,Q1,East,Bhubaneswar,Riya Das,Accessories,Headphones,14,5430,76020,40880,35140,0.4622467771639042,Existing,Online,69600,1.092241379310345,0.08870211473195934,Completed,0.05,4.6
ORD-10231,2025-08-06,Aug,Q3,South,Bengaluru,Ananya Iyer,Electronics,Laptop Pro,6,64880,389280,315000,74280,0.19081381011097412,Existing,Offline,451700,0.8618109364622537,0.12518928572215932,Completed,0.08,4.3
ORD-10232,2025-04-18,Apr,Q2,East,Patna,Riya Das,Office,Ergonomic Chair,3,12490,37470,22800,14670,0.3915132105684548,New,Online,34300,1.0924198250728863,0.11070391482442006,Completed,0.03,4.1
ORD-10233,2025-08-11,Aug,Q3,North,Lucknow,Neha Verma,Accessories,Keyboard,10,3980,39800,17600,22200,0.5577889447236181,New,Online,40400,0.9851485148514851,0.09981093666915412,Completed,0,4.9
ORD-10234,2025-05-28,May,Q2,South,Hyderabad,Ananya Iyer,Office,Laser Printer,12,20140,241680,151200,90480,0.3743793445878848,Existing,Online,262000,0.9224427480916031,0.15119002310065172,Completed,0,4.1
ORD-10235,2025-10-30,Oct,Q4,South,Bengaluru,Ananya Iyer,Office,Standing Desk,6,21700,130200,83400,46800,0.35944700460829493,Existing,Offline,117500,1.1080851063829786,0.05371092415009353,Completed,0,3.5
ORD-10236,2025-02-12,Feb,Q1,North,Lucknow,Neha Verma,Home,Air Purifier,11,16550,182050,114400,67650,0.3716012084592145,Existing,Online,178400,1.0204596412556053,-0.012111889891569513,Completed,0,4.9
ORD-10237,2025-03-24,Mar,Q1,South,Hyderabad,Vikram Rao,Office,Laser Printer,2,19530,39060,25200,13860,0.3548387096774194,Existing,Offline,37100,1.0528301886792453,0.13338495145310136,Completed,0,3.8
ORD-10238,2025-11-22,Nov,Q4,West,Ahmedabad,Kabir Shah,Home,Microwave,1,13520,13520,8250,5270,0.38979289940828404,Existing,Online,14000,0.9657142857142857,-0.05553534030148871,Completed,0.03,3.9
ORD-10239,2025-12-10,Dec,Q4,South,Chennai,Vikram Rao,Accessories,Keyboard,2,3840,7680,3520,4160,0.5416666666666666,Existing,Offline,8700,0.8827586206896552,0.10134235229970344,Completed,0,4.8
ORD-10240,2025-11-22,Nov,Q4,South,Hyderabad,Vikram Rao,Electronics,Tablet Plus,8,25700,205600,147200,58400,0.2840466926070039,Existing,Online,216900,0.9479022591055786,-0.019983830979935176,Completed,0.03,4.4
ORD-10241,2025-12-15,Dec,Q4,East,Kolkata,Aarav Sen,Electronics,Laptop Pro,16,64300,1028800,840000,188800,0.18351477449455678,New,Offline,1171700,0.8780404540411368,0.10155132734807153,Pending,0.08,4.0
ORD-10242,2025-05-23,May,Q2,North,Jaipur,Arjun Malhotra,Accessories,Keyboard,16,3880,62080,28160,33920,0.5463917525773195,Existing,Online,65700,0.9449010654490106,0.029185329489433184,Completed,0.05,4.6
ORD-10243,2025-03-08,Mar,Q1,North,Lucknow,Neha Verma,Electronics,Tablet Plus,7,25580,179060,128800,50260,0.28068803752931976,Existing,Online,189300,0.945905969360803,0.16476583225770886,Completed,0.03,4.5
ORD-10244,2025-08-23,Aug,Q3,South,Bengaluru,Ananya Iyer,Accessories,Wireless Mouse,14,2020,28280,13020,15260,0.5396039603960396,Existing,Online,32600,0.8674846625766871,-0.05988978758413445,Completed,0.03,4.2
ORD-10245,2025-10-08,Oct,Q4,South,Bengaluru,Ananya Iyer,Home,Microwave,7,12800,89600,57750,31850,0.35546875,Existing,Offline,85900,1.0430733410942956,0.16288107119403006,Completed,0.05,5.0
ORD-10246,2025-10-10,Oct,Q4,East,Kolkata,Aarav Sen,Office,Laser Printer,13,18650,242450,163800,78650,0.32439678284182305,New,Online,225000,1.0775555555555556,0.19019963846398674,Completed,0.08,4.8
ORD-10247,2025-09-29,Sep,Q3,South,Hyderabad,Vikram Rao,Accessories,Wireless Mouse,13,1980,25740,12090,13650,0.5303030303030303,Existing,Online,24600,1.0463414634146342,0.18913779475691084,Completed,0.08,3.9
